identifier,dimension,smiles,bus,elements,ms,nms
ROKHEE,0,NCCN(CCN)CCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
ROKMOU,1,C1CN2CCN1CC2,[2],"['Fe', 'O', 'S']",['Fe'],"['O', 'S']"
ROMXAU,0,c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21,[],"['Mo', 'O']",['Mo'],['O']
RONSUI,0,NCCCCCN,[],"['F', 'O', 'V']",['V'],"['F', 'O']"
RONSUK,3,CNC,[7],"['C', 'Fe', 'Na', 'O']","['Fe', 'Na']","['C', 'O']"
RONTAP,0,NCCCCCCN,[],"['F', 'O', 'V']",['V'],"['F', 'O']"
RORWON,3,C1CN2CCN1CC2,[17],"['Cl', 'K', 'O']",['K'],"['Cl', 'O']"
RORXEE,3,C1CN2CCN1CC2,[17],"['Cl', 'O', 'Rb']",['Rb'],"['Cl', 'O']"
ROSYEG,0,CN(C)c1ccncc1,[],"['O', 'V']",['V'],['O']
RUGJIO,3,N=CN,[7],"['C', 'O', 'Sm']",['Sm'],"['C', 'O']"
RUGJOU,3,N=CN,[7],"['C', 'Ho', 'O']",['Ho'],"['C', 'O']"
RUGJUA,3,N=CN,[7],"['C', 'O', 'Tm']",['Tm'],"['C', 'O']"
RUGKAH,3,N=CN,[7],"['C', 'Lu', 'O']",['Lu'],"['C', 'O']"
RUKGAI,3,CNN,[9],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']"
RUNTID,0,CCCCN,[],"['O', 'V']",['V'],['O']
RUNYOO,1,NCCCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
RUPWOP,0,c1cc(-c2ccncc2)ccn1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
RUVCAO,2,NCCN,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
RUVCES,3,N=C(N)N,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
RUWNUT,2,NCCN1CCNCC1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
RUXYUE,0,C1CNCCN1,[1],"['Mo', 'O', 'P', 'V']","['Mo', 'V']","['O', 'P']"
RUYFAS,1,C1CN2CCN1CC2,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
RUYFEW,1,NCCN,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
RUYFIA,1,C1CNCCN1,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
RUYFOG,1,C1CN2CCN1CC2,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
RUYNUV,0,N=C(N)N,[15],"['C', 'Dy', 'O']",['Dy'],"['C', 'O']"
RUYPAD,0,N=C(N)N,[15],"['C', 'Er', 'O']",['Er'],"['C', 'O']"
RUYZUH,3,NCCN,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
RUZCOF,3,NCCCCCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
RUZDAS,3,NCCCCN,"[0, 4]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']"
RUZLOO,1,NC1CCC(N)CC1,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
SABKAK,2,NCCN,"[14, 12]","['B', 'Na', 'O', 'V']","['Na', 'V']","['B', 'O']"
SACTEV,0,N=C(N)N,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']"
SAFZOR,3,CCN,[7],"['C', 'Fe', 'Na', 'O']","['Fe', 'Na']","['C', 'O']"
SAGZUW,3,CNC,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
SAHBAF,3,CN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
SAHBEJ,3,CCN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
SAJXUX,2,C1CCNC1,[],"['O', 'V']",['V'],['O']
SAJYAE,2,CNC,[],"['O', 'V']",['V'],['O']
SAJYEI,2,C1CCNCC1,[],"['O', 'V']",['V'],['O']
SAJYIM,2,CCN,[],"['O', 'V']",['V'],['O']
SANHEV,1,NCCN,[4],"['C', 'F', 'O', 'Sn']",['Sn'],"['C', 'F', 'O']"
SANHIZ,1,NCCN,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
SANJUN,1,NCCCCCCN,[2],"['O', 'S', 'Sc']",['Sc'],"['O', 'S']"
SANKAU,1,N=C(N)N,[2],"['O', 'S', 'Sc']",['Sc'],"['O', 'S']"
SANLOK,3,CNCCNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
SANLUQ,3,CNCCNC,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
SANMAX,3,CNCCNC,[7],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
SANMEB,3,CNCCNC,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
SAPJEA,3,CCCCN,[0],"['F', 'Ga', 'O', 'P', 'Zn']","['Ga', 'Zn']","['F', 'O', 'P']"
SAPJIE,3,CCCCN,[0],"['Al', 'F', 'O', 'P', 'Zn']","['Al', 'Zn']","['F', 'O', 'P']"
SAQPIK,1,NCCNCCNCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
SAQPOQ,2,NCCNCCNCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
SAQPUW,2,NCCNCCNCCNCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
SASKIH,3,NCCN,[0],"['O', 'P', 'V']",['V'],"['O', 'P']"
SAYWOF,0,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[],"['O', 'Re']",['Re'],['O']
SAZYEA,0,NCCN,"[14, 12]","['B', 'O', 'V']",['V'],"['B', 'O']"
SEBXAA,0,c1ccncc1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']"
SECBIM,1,c1cc(-c2ccncc2)ccn1,[2],"['O', 'S', 'Sc']",['Sc'],"['O', 'S']"
SECCIN,0,N=C(N)N,[4],"['C', 'O', 'U']",['U'],"['C', 'O']"
SECGAJ,2,CCCCCN,"[13, 3]","['O', 'Se', 'U']",['U'],"['O', 'Se']"
SEDQUQ,2,CC(N)c1ccccc1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SEDRAX,2,CC(N)c1ccccc1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SEGCOX,1,Nc1ncnc2nc[nH]c12,[4],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
SEHVOQ,3,NCCN,"[12, 1]","['B', 'O', 'P', 'V']",['V'],"['B', 'O', 'P']"
SEHWOR,0,c1ccnnc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SEHXAE,0,c1cncnc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SEHXUY,0,c1cnccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SEMCIX,1,NC1CN2CCC1CC2,[],"['Mo', 'O']",['Mo'],['O']
SEMCOD,0,NC1CN2CCC1CC2,[],"['Mo', 'O']",['Mo'],['O']
SEMCUJ,1,NC1CN2CCC1CC2,[],"['Mo', 'O']",['Mo'],['O']
SEMDAQ,0,NC1CN2CCC1CC2,[],"['Mo', 'O']",['Mo'],['O']
SEMGOG,0,CN(C)C,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
SEMQEH,0,CCc1cccc(C)c1N,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
SENHAW,0,Cc1ncc[nH]1,[],"['O', 'V']",['V'],['O']
SENQIM,0,NC1CN2CCC1CC2,[],"['Mo', 'O']",['Mo'],['O']
SETDOL,2,N=C(N)N,[],"['Mo', 'Na', 'Ni', 'O']","['Mo', 'Na', 'Ni']",['O']
SETDUR,3,c1c[nH]cn1,[],"['Mo', 'Na', 'Ni', 'O']","['Mo', 'Na', 'Ni']",['O']
SETJOQ,2,NCCN,[1],"['O', 'P', 'Zr']",['Zr'],"['O', 'P']"
SEVHEH,3,C1CNCCN1,"[12, 1]","['B', 'Mn', 'O', 'P']",['Mn'],"['B', 'O', 'P']"
SEYQAO,2,NCCCN,[4],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
SEYQIW,3,CCCN,[4],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
SIBFIT,0,CNC,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
SIBLAQ,3,NCCNCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SIBMUM,1,CCN1CCCC1CN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SICGUJ,1,c1ccc(N2CCNCC2)cc1,[1],"['Li', 'O', 'P']",['Li'],"['O', 'P']"
SICKOE,1,CCN(CC)CC,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SIDSIH,0,c1cnccn1,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']"
SIDSUU,3,NCCCCN,[6],"['As', 'Fe', 'O']",['Fe'],"['As', 'O']"
SIDTAB,2,C1CNCCN1,[6],"['As', 'Fe', 'O']",['Fe'],"['As', 'O']"
SIDTEF,2,C1CNCCN1,[6],"['As', 'Fe', 'O']",['Fe'],"['As', 'O']"
SIHQEF,2,CN(C)CCCCN(C)C,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
SIHQIJ,0,N=C(N)N,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
SIHQOP,0,NCCCCCN,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
SIKZUH,0,N=C(N)N,[15],"['C', 'O', 'Ti']",['Ti'],"['C', 'O']"
SILMAC,0,N=C(N)Nc1nc2ccccc2[nH]1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SILXER,0,NCCN,[2],"['Co', 'O', 'S']",['Co'],"['O', 'S']"
SIMKEH,0,Cc1cc(C)nc(N)c1,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
SIMKIL,0,CN(C)c1ccncc1,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
SINJOP,1,C1CNCCN1,"[0, 1]","['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
SINQAH,3,N=C(N)N,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SINQEL,3,N=C(N)N,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SINQIP,1,N=C(N)N,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SINVAM,3,NCCN,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
SIPZIA,2,c1ccncc1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SIPZOG,2,c1ccncc1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
SIPZUM,2,c1c[nH]cn1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
SIQBAV,2,c1c[nH]cn1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
SIQDUR,2,NCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SIQFAZ,1,NCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
SIQFED,3,CNCCN,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
SIQFIH,3,NCCCN,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
SIQFUT,2,CN(C)CCN(C)C,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
SIRBIG,3,CCN,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
SISPOA,1,N=C(N)N,[2],"['In', 'O', 'S']",['In'],"['O', 'S']"
SISPUG,0,c1cc(-c2ccncc2)ccn1,[2],"['In', 'O', 'S']",['In'],"['O', 'S']"
SIWHUD,0,c1ccncc1,[],"['Co', 'O', 'W']","['Co', 'W']",['O']
SIWKEP,0,C1CN2CCN1CC2,[],"['O', 'Re']",['Re'],['O']
SIWTUO,0,NCCN,[1],"['Fe', 'O', 'P', 'W']","['Fe', 'W']","['O', 'P']"
SIYGAJ,3,NCCNCCNCCN,[1],"['Na', 'O', 'P', 'Zn']","['Na', 'Zn']","['O', 'P']"
SOBSUY,3,NCCN,"[14, 12]","['B', 'Ge', 'O']",['Ge'],"['B', 'O']"
SOCNII,0,Nc1ncccn1,[],"['Mo', 'O']",['Mo'],['O']
SOCWIS,3,NCCNCCCNCCN,[0],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
SOGRIQ,2,NCCN,[1],"['F', 'In', 'O', 'P']",['In'],"['F', 'O', 'P']"
SOMROB,0,N=C(N)N,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SOPXAX,0,NCCCCN,[],"['Co', 'Ge', 'O', 'W']","['Co', 'Ge', 'W']",['O']
SOQCAD,0,N=CN,[7],"['C', 'Mo', 'O']",['Mo'],"['C', 'O']"
SOQJIT,3,C1CNCCN1,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
SOQJOZ,3,C1CNCCN1,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
SOQKAM,3,C1CNCCN1,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
SOTBIM,3,C1CN2CCN1CC2,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
SOYDAO,0,c1ccc(CN(Cc2ccccn2)c2nc(N(Cc3ccccn3)Cc3ccccn3)nc(N(Cc3ccccn3)Cc3ccccn3)n2)nc1,[10],"['N', 'Nd', 'O']",['Nd'],"['N', 'O']"
SOYDES,0,c1ccc(CN(Cc2ccccn2)c2nc(N(Cc3ccccn3)Cc3ccccn3)nc(N(Cc3ccccn3)Cc3ccccn3)n2)nc1,[10],"['Er', 'N', 'O']",['Er'],"['N', 'O']"
SOYYEL,3,NCCN,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
SUDGIK,0,Nc1ccncc1,[],"['Na', 'O', 'V']","['Na', 'V']",['O']
SUFGEI,1,c1cc(-c2ccncc2)ccn1,[4],"['C', 'F', 'Ga', 'O']",['Ga'],"['C', 'F', 'O']"
SUJYOL,0,CC(C)(C)N,[],"['O', 'V']",['V'],['O']
SUKMET,0,N=C(N)N,[8],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
SULMEU,1,CCN1CCNCC1,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
SUMNUM,0,Nc1ccccn1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']"
SUMVON,0,Nc1nc(N)nc(N)n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SUMVUT,0,Nc1nc(N)nc(N)n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
SUPCUD,2,c1ccncc1,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
SURBIR,0,CNC,[],"['O', 'Te', 'W']","['Te', 'W']",['O']
SUSXIO,0,c1c[nH]c(-c2ncc[nH]2)n1,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
SUVQOS,0,c1ccc2[nH]cnc2c1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
SUWZUH,3,C1CNCCN1,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
SUXHAU,2,NCCN,[1],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']"
SUXSEK,1,NCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']"
SUXXIS,0,c1cnc2c(c1)ccc1cccnc12,[10],"['Eu', 'N', 'O']",['Eu'],"['N', 'O']"
TADDIL,0,NCCNCCN,[],"['Mo', 'O']",['Mo'],['O']
TAFPOG,3,CC(N)CN,"[4, 1]","['Al', 'C', 'O', 'P']",['Al'],"['C', 'O', 'P']"
TAFPUM,0,C1CNCCN1,[],"['Ge', 'O', 'V']","['Ge', 'V']",['O']
TAFROI,0,CN(C)CCN(C)C,"[14, 12]","['B', 'O', 'Zn']",['Zn'],"['B', 'O']"
TAHHIU,2,CCNCC,[8],"['C', 'La', 'Mo', 'O']","['La', 'Mo']","['C', 'O']"
TAKDEQ,0,c1ccncc1,[4],"['C', 'F', 'Mn', 'O']",['Mn'],"['C', 'F', 'O']"
TAMVUB,1,CC(C)NC(C)C,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
TANDUJ,0,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1],"['Mo', 'Na', 'O', 'P']","['Mo', 'Na']","['O', 'P']"
TANFEV,3,NCCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
TANKUQ,1,CNC,[2],"['O', 'S', 'Tb']",['Tb'],"['O', 'S']"
TANLAX,3,CNC,[2],"['O', 'S', 'Tb']",['Tb'],"['O', 'S']"
TAWHOO,3,NCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TAWSUI,3,CC(CCN(C)C)N(C)C,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TAXJAF,2,NCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TAXREQ,2,C1CN2CCN1CC2,[2],"['Ce', 'O', 'S']",['Ce'],"['O', 'S']"
TAYVEX,1,CC1CNCC(C)N1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
TAYVIB,3,C1CNCCN1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
TAYVOH,3,CCN1CCNCC1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
TBUAMW,0,CC(C)(C)N,[],"['O', 'W']",['W'],['O']
TEDJES,0,NCCCCCCN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
TEJHUN,2,C1CN2CCN1CC2,[2],"['Eu', 'O', 'S']",['Eu'],"['O', 'S']"
TEJJAV,2,C1CN2CCN1CC2,[2],"['Gd', 'O', 'S']",['Gd'],"['O', 'S']"
TEJJEZ,1,C1CNCCN1,[2],"['Er', 'O', 'S']",['Er'],"['O', 'S']"
TENXOB,0,c1c[nH]c(-c2ncc[nH]2)n1,[],"['Mo', 'O']",['Mo'],['O']
TEPTAL,0,C1CNCCN1,[2],"['Cr', 'Dy', 'O', 'S']","['Cr', 'Dy']","['O', 'S']"
TEQCAT,1,CC(C)(C)N,[],"['O', 'V']",['V'],['O']
TERQUD,0,NCCCN,[2],"['O', 'S', 'Zr']",['Zr'],"['O', 'S']"
TESQEN,0,NCCNCCN,[4],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
TESWIY,1,C1CNCCN1,[3],"['Cu', 'O', 'Se']",['Cu'],"['O', 'Se']"
TESWUK,2,NCCN,[3],"['Cl', 'Cu', 'O', 'Se']",['Cu'],"['Cl', 'O', 'Se']"
TESXAR,2,NCCN,[3],"['Cl', 'Co', 'O', 'Se']",['Co'],"['Cl', 'O', 'Se']"
TESXEV,3,NCCN,[3],"['Cu', 'O', 'Se']",['Cu'],"['O', 'Se']"
TESXIZ,3,C1CNCCN1,[3],"['Cu', 'O', 'Se']",['Cu'],"['O', 'Se']"
TETVAR,0,NCCN,[],"['Cr', 'Mo', 'O']","['Cr', 'Mo']",['O']
TETVEV,0,NCCN,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
TETVIZ,3,NCCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
TETYAS,1,NCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
TETZEX,3,NC1CCCCC1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
TEWCOO,2,NCCN,[2],"['O', 'S', 'Sc']",['Sc'],"['O', 'S']"
TEWFAD,2,c1c[nH]cn1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TEWFEH,2,Cc1ncc[nH]1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TEYCOR,0,N=C(N)N,[15],"['C', 'O', 'Pu']",['Pu'],"['C', 'O']"
TEYCUX,0,N=C(N)N,[15],"['C', 'Np', 'O']",['Np'],"['C', 'O']"
TEYDAE,0,N=C(N)N,[15],"['C', 'O', 'U']",['U'],"['C', 'O']"
TEYDIM,0,N=C(N)N,[15],"['C', 'O', 'Pu']",['Pu'],"['C', 'O']"
TEYDOS,0,N=C(N)N,[15],"['C', 'Np', 'O']",['Np'],"['C', 'O']"
TEYDUY,0,N=C(N)N,[15],"['C', 'O', 'U']",['U'],"['C', 'O']"
TEYFAG,0,N=C(N)N,[15],"['C', 'O', 'Th']",['Th'],"['C', 'O']"
TEYJIR,3,CC(C)N,[],"['Ge', 'O']",['Ge'],['O']
TICDEQ,0,c1cn(CCCn2ccnc2)cn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
TIDQIG,3,NCCN,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
TIFZIR,3,C1CCNCC1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TIGCOC,0,c1cn(CCCCn2ccnc2)cn1,[],"['Mo', 'O']",['Mo'],['O']
TIKHIH,0,c1cc(-c2ccncc2)ccn1,[10],"['N', 'O', 'Sm']",['Sm'],"['N', 'O']"
TIKLOP,0,c1cc(CCc2ccncc2)ccn1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']"
TIKLUV,0,C(=Cc1ccncc1)c1ccncc1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']"
TIKMAC,0,N=C(N)c1ccc(C(=N)N)cc1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']"
TIKMEG,0,Nc1cccc(N)c1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']"
TIKMIK,0,Nc1ccc(N)cc1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']"
TIKQAI,3,NCCCNCCNCCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']"
TIKQEM,3,NCCNCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']"
TIKQIQ,3,CCNCCCN,"[14, 12]","['B', 'Ga', 'O']",['Ga'],"['B', 'O']"
TILPUA,3,NCCCCCCN,[0],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TIMDAX,0,NCCN,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
TIPMUB,1,NCCCCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
TIPNAI,2,NCCCCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
TIPNEM,2,CCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
TIQFIJ,3,CN(C)CCCN(C)C,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
TIQPUF,3,c1cc(-c2ccncc2)ccn1,[6],"['As', 'F', 'Fe', 'O']",['Fe'],"['As', 'F', 'O']"
TIQXUO,0,CNC,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
TIQYAV,0,CNC,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
TIRYOK,1,NCCCN,[],"['Cu', 'K', 'Na', 'O', 'Sb', 'W']","['Cu', 'K', 'Na', 'Sb', 'W']",['O']
TIXMET,3,NCC1CCCC(CN)C1,"[0, 1]","['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TIYKUJ,0,C1CNCCN1,[13],"['Cu', 'O', 'Se']",['Cu'],"['O', 'Se']"
TIYLAQ,0,C1CNCCN1,[13],"['Co', 'O', 'Se']",['Co'],"['O', 'Se']"
TMACWO,0,CN(C)C,[],"['Cl', 'O', 'W']",['W'],"['Cl', 'O']"
TOBLEC,0,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
TOBQIN,3,NCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']"
TOCZOA,2,NC1CCCCC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TOCZUG,2,NC1CCCCC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TODBET,2,CC(N)CN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TODPAD,1,NCCCCN,[],"['O', 'V']",['V'],['O']
TOGKOP,1,CCN(CC)CC,[1],"['Co', 'O', 'P', 'W']","['Co', 'W']","['O', 'P']"
TOGKUV,1,CCN(CC)CC,[6],"['As', 'Co', 'O', 'W']","['Co', 'W']","['As', 'O']"
TOHLUA,1,NCCCCN,[0],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
TOHTAM,2,NCCNCCN,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']"
TOHTEQ,2,NCCCCCCCN,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']"
TOJYOH,0,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']"
TOJYUN,0,CC1=CC(=C(c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)C=CC1=N,[5],"['O', 'Si', 'W']","['Si', 'W']",['O']
TONDAC,2,c1cc(-c2ccncc2)ccn1,[1],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']"
TONROF,0,c1c[nH]cn1,"[0, 8]","['C', 'Mo', 'Na', 'O', 'P']","['Mo', 'Na']","['C', 'O', 'P']"
TOQCAD,3,CN,[1],"['Al', 'O', 'P', 'V']","['Al', 'V']","['O', 'P']"
TOQCIL,3,CN(C)C,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
TOQLAP,1,NCCCN1CCN(CCCN)CC1,"[2, 4]","['C', 'O', 'S', 'V']",['V'],"['C', 'O', 'S']"
TOQLET,3,CCN(CC)CCCN,"[2, 4]","['C', 'Mn', 'O', 'S']",['Mn'],"['C', 'O', 'S']"
TORWED,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
TOVJAP,3,NCCN,[1],"['Fe', 'O', 'P', 'V']","['Fe', 'V']","['O', 'P']"
TOWLAU,1,CN(C)CCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TOWLEY,2,CNCCCNC,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TOYKEA,3,CNC,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
TOZDOB,1,NC1CCCCCC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
TOZFIX,0,C1CN2CCC1CC2,[1],"['F', 'O', 'P', 'V']",['V'],"['F', 'O', 'P']"
TUCKEI,0,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[],"['Mo', 'O']",['Mo'],['O']
TUCKOS,1,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[],"['Mo', 'O']",['Mo'],['O']
TUFQUJ,0,CN1CCCN(C)CCN(C)CCCN(C)CC1,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']"
TUKDUZ,0,CNC,[1],"['Hf', 'O', 'P', 'W']","['Hf', 'W']","['O', 'P']"
TULROJ,2,CNC,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
TULRUP,2,NCCNCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
